









Frequency of observations in the selected location(s).:
Number of taxa: 	854

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Pygmy Nuthatch	0.0136395	0.0104113	0.0112786	0.0114838	0.0122707	0.0121754	0.011683	0.0135911	0.0153567	0.0157589	0.017493	0.0165936	0.0165681	0.0152798	0.0137639	0.0138593	0.0130055	0.0126899	0.0158263	0.0162386	0.0134253	0.0148005	0.013905	0.0158167	0.0152953	0.0176731	0.0161472	0.0156478	0.0175349	0.0194211	0.0163592	0.0168008	0.0153307	0.0173142	0.0162063	0.0173811	0.0160386	0.0157077	0.0125182	0.0120097	0.0114482	0.0120572	0.0128821	0.0132556	0.0139393	0.0168387	0.0185988	0.0179796	
Red-breasted Nuthatch	0.1676644	0.1656155	0.1762797	0.1773352	0.1718232	0.1881532	0.1929783	0.1812255	0.1920028	0.1883853	0.1971846	0.1975022	0.1938421	0.1981459	0.2098781	0.2090552	0.2135098	0.2093827	0.1891837	0.1883885	0.1915599	0.1882699	0.1913088	0.2039256	0.2037545	0.2142943	0.2213982	0.2454836	0.2564249	0.2742919	0.2761415	0.2865428	0.2824331	0.2624428	0.2659015	0.2532008	0.2514326	0.2336824	0.2158517	0.2024317	0.1980463	0.1903152	0.1982273	0.2058678	0.1946017	0.2011571	0.222745	0.2087699	
nuthatch sp.	4.7E-5	6.04E-5	1.607E-4	4.66E-5	3.28E-5	2.69E-5	5.97E-5	3.24E-5	1.17E-4	6.01E-5	5.18E-5	1.76E-5	4.69E-5	2.23E-5	8.39E-5	0.0015	7.58E-5	1.77E-5	8.13E-5	1.51E-5	2.21E-5	9.19E-5	4.84E-5	4.08E-5	0.0	5.99E-5	0.0015	9.12E-5	6.03E-5	0.0	3.02E-5	4.13E-5	8.27E-5	0.0	8.92E-5	9.79E-5	9.1E-5	2.97E-5	6.92E-5	7.43E-5	6.86E-5	3.25E-5	3.76E-5	3.53E-5	0.0	0.0	0.0	5.17E-5	
Brown Creeper	0.0781041	0.0735733	0.0752547	0.0791288	0.0744775	0.0703049	0.0622761	0.0848876	0.0844473	0.0851403	0.0882931	0.0856101	0.0759176	0.0751257	0.0727219	0.0731499	0.0762508	0.0699892	0.0646459	0.0681235	0.0752438	0.076048	0.0769491	0.0822021	0.0883468	0.0926492	0.09729	0.106729	0.1033111	0.1130096	0.1146356	0.1182663	0.1142085	0.107407	0.1142466	0.1071018	0.1137859	0.1129886	0.0939207	0.0908033	0.0898029	0.0892103	0.0904379	0.0898904	0.0813973	0.0863952	0.1086893	0.1016686	
Blue-gray Gnatcatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.03E-5	0.0	0.0	2.3E-5	0.0	2.04E-5	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0015	0.0	2.76E-5	0.0	0.0	7.34E-5	1.213E-4	5.652E-4	5.187E-4	1.486E-4	0.0018166	0.0022749	0.0012018	7.423E-4	8.026E-4	4.318E-4	0.0	0.0015	
Rock Wren	1.878E-4	1.509E-4	2.571E-4	6.99E-5	1.64E-4	8.08E-5	3.98E-5	3.24E-5	8.78E-5	6.01E-5	1.294E-4	1.762E-4	2.347E-4	2.681E-4	2.728E-4	5.904E-4	9.669E-4	0.001666	0.0057901	0.0058254	0.0048659	0.0040219	0.0050058	0.0046472	0.0036343	0.0027259	0.0020966	0.0017336	0.0015667	0.0013383	0.0012096	0.001259	9.926E-4	0.0012032	7.731E-4	0.0014443	4.245E-4	6.247E-4	0.0011757	0.0019315	0.0016795	0.001235	9.014E-4	1.06E-4	8.45E-5	3.454E-4	6.984E-4	3.104E-4	
Canyon Wren	0.0013381	8.148E-4	7.391E-4	8.386E-4	0.0011155	0.0011852	7.961E-4	0.0013299	0.0016966	0.0018947	0.0020443	0.0029241	0.0026518	0.00277	0.0022031	0.0019888	0.0016873	0.0022154	0.0062574	0.0042709	0.0033397	0.0027579	0.0025392	0.0026497	0.0031114	0.0020968	0.0023783	0.002167	0.0027116	0.0032991	0.0031146	0.0026419	0.0021231	0.0028172	0.001576	0.0016647	0.0021526	0.0022015	0.0023861	0.0020057	0.0013025	0.0017875	0.0011267	7.777E-4	0.001225	8.635E-4	0.0019113	0.0034148	
Northern House Wren	7.04E-5	0.0	3.21E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.867E-4	0.0020328	0.0065672	0.0195615	0.0399264	0.0514684	0.0661493	0.0700854	0.0645832	0.0628562	0.0641323	0.0634911	0.062384	0.0501438	0.0389598	0.0363367	0.0303998	0.0284158	0.0241911	0.0211558	0.0147793	0.0111222	0.0085938	0.0045044	0.0020313	6.247E-4	1.729E-4	1.238E-4	0.0	3.25E-5	0.0	3.53E-5	1.267E-4	1.727E-4	3.68E-5	0.0	
Pacific Wren	0.1220274	0.113408	0.116288	0.1126019	0.1126349	0.1045954	0.0887469	0.1191735	0.124521	0.1314547	0.1416779	0.1470697	0.1348916	0.1331174	0.1302952	0.1214245	0.1084422	0.090495	0.0796798	0.0814645	0.0897087	0.0897224	0.0993664	0.1014838	0.0995111	0.0964833	0.080517	0.069115	0.0454641	0.0450669	0.04684	0.0511249	0.0569112	0.0679364	0.0875138	0.094935	0.1237304	0.1457428	0.1518777	0.1632577	0.1724079	0.1753981	0.16882	0.1561683	0.1492354	0.1528863	0.1792987	0.1572888	
Winter Wren	0.0015	1.811E-4	9.64E-5	1.165E-4	6.56E-5	0.0	3.98E-5	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.48E-5	7.09E-5	1.016E-4	1.811E-4	6.193E-4	0.0011491	0.0011608	7.338E-4	3.399E-4	3.595E-4	1.878E-4	6.84E-5	3.01E-5	6.22E-5	0.0	2.06E-5	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	4.95E-5	0.0015	3.25E-5	1.127E-4	0.0	1.69E-4	3.022E-4	4.043E-4	1.293E-4	
Pacific/Winter Wren	2.35E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.55E-5	0.0	0.0	0.0015	0.0	0.0	2.3E-5	0.0	2.04E-5	7.84E-5	8.99E-5	3.13E-5	2.28E-5	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	3.43E-5	3.25E-5	0.0	0.0	0.0	0.0	7.35E-5	0.0	
Sedge Wren	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77E-5	0.0	0.0	0.0	2.3E-5	7.25E-5	0.0	1.307E-4	3.0E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.95E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Marsh Wren	0.0317393	0.0327429	0.0335465	0.0349639	0.0328095	0.032351	0.0276252	0.0487852	0.0548454	0.0579832	0.060708	0.0652997	0.0661081	0.0737853	0.0758901	0.0793804	0.0787912	0.0811371	0.0835196	0.0810721	0.0690731	0.0659818	0.0644951	0.0619013	0.0635867	0.0635634	0.0554825	0.0489735	0.0488385	0.0483038	0.0453281	0.054613	0.0544296	0.0558164	0.061554	0.0640897	0.0649425	0.0643184	0.0599627	0.0538084	0.0464096	0.0452714	0.0479606	0.0408271	0.0355242	0.0339795	0.0343307	0.033398	
Bewick's Wren	0.0842782	0.0896279	0.0981652	0.1011181	0.1050231	0.0988848	0.0898814	0.1148918	0.1222979	0.1158762	0.1233827	0.1236943	0.1198019	0.1194013	0.1170978	0.116468	0.1148312	0.1084132	0.0983503	0.0959072	0.0907261	0.082414	0.081834	0.0797358	0.0808952	0.0892344	0.0932532	0.1070712	0.1078907	0.1132275	0.1117629	0.1229721	0.1301459	0.1234006	0.1291445	0.1296237	0.1363126	0.1289046	0.118715	0.1070721	0.0993659	0.0925577	0.0995643	0.0949452	0.0919152	0.0961962	0.1081379	0.0922261	
wren sp.	7.04E-5	9.05E-5	3.21E-5	9.32E-5	0.0	2.69E-5	1.393E-4	6.49E-5	5.85E-5	3.01E-5	5.18E-5	1.76E-5	4.69E-5	6.7E-5	0.0	0.0	9.48E-5	7.09E-5	4.06E-5	1.51E-5	6.64E-5	1.609E-4	1.209E-4	8.15E-5	2.61E-5	1.498E-4	9.39E-5	1.141E-4	9.04E-5	3.11E-5	0.0	4.13E-5	8.27E-5	8.8E-5	0.0	9.79E-5	1.213E-4	5.95E-5	6.92E-5	1.238E-4	3.43E-5	9.75E-5	3.76E-5	7.07E-5	8.45E-5	4.32E-5	1.47E-4	5.17E-5	
American Dipper	0.0240158	0.0215469	0.0202757	0.0209877	0.0189639	0.016593	0.015166	0.0168348	0.015971	0.0134733	0.012654	0.010164	0.0077678	0.0062996	0.0056021	0.005003	0.0043794	0.0051575	0.005851	0.0058857	0.0064804	0.0058145	0.006747	0.0059924	0.006092	0.0057513	0.0060083	0.0061816	0.0054232	0.0043884	0.0054128	0.0048091	0.006397	0.0065735	0.0082369	0.0094494	0.0108238	0.0137145	0.0161145	0.0218403	0.0247472	0.0260318	0.0247878	0.0241075	0.0250486	0.0255602	0.027935	0.0265166	
European Starling	0.2410968	0.2428403	0.2453327	0.2304915	0.2421011	0.2324372	0.2240666	0.2530734	0.2595139	0.2590599	0.277197	0.281615	0.2877124	0.2988719	0.2939091	0.3019997	0.31143	0.312089	0.3255049	0.3075518	0.2708955	0.2510572	0.2321532	0.2153398	0.2017675	0.1869159	0.1738015	0.1781706	0.1771263	0.1750078	0.1740853	0.1816305	0.1944192	0.2097664	0.2240626	0.2513403	0.2544038	0.2556078	0.2573484	0.2509657	0.2374636	0.2352616	0.2373244	0.2321315	0.2386584	0.2348776	0.2683232	0.2546113	
White-cheeked Starling	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.55E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Crested Myna	9.86E-4	9.355E-4	6.427E-4	7.221E-4	9.187E-4	0.0010236	6.17E-4	8.109E-4	6.728E-4	8.421E-4	9.575E-4	8.279E-4	5.867E-4	9.159E-4	4.826E-4	8.235E-4	9.29E-4	7.089E-4	8.126E-4	5.735E-4	5.751E-4	6.665E-4	6.771E-4	8.764E-4	8.89E-4	0.0010784	0.001283	9.58E-4	0.0010846	0.0010271	0.0010281	0.0011146	7.721E-4	9.097E-4	7.137E-4	0.0010037	0.0011521	8.032E-4	7.262E-4	8.914E-4	9.597E-4	5.85E-4	0.0011643	0.0010251	9.293E-4	5.613E-4	0.0011762	7.761E-4	
Gray Catbird	9.39E-5	6.04E-5	9.64E-5	2.096E-4	6.56E-5	0.0015	1.99E-5	0.0	2.93E-5	3.01E-5	0.0	3.52E-5	0.0	0.0	4.2E-5	1.55E-5	1.138E-4	5.494E-4	0.010991	0.0509342	0.0757747	0.0696819	0.0647853	0.0633688	0.0603969	0.0576624	0.0522594	0.0439781	0.0564912	0.057672	0.0511642	0.0504644	0.042325	0.0355089	0.0233132	0.0086416	0.0026074	9.817E-4	4.841E-4	1.486E-4	1.371E-4	9.75E-5	1.127E-4	7.07E-5	0.0015	8.64E-5	5.513E-4	1.035E-4	
Brown Thrasher	0.0015	9.05E-5	3.21E-5	1.165E-4	9.84E-5	1.077E-4	0.0015	9.73E-5	0.0	1.203E-4	5.18E-5	0.0	0.0	0.0	0.0	0.0	0.0	1.77E-5	0.0	3.02E-5	0.0015	2.3E-5	2.42E-5	0.0	0.0	0.0	0.0015	0.0	0.0	0.0013072	1.814E-4	1.651E-4	8.27E-5	0.0	0.0015	0.0015	0.0	0.0	3.46E-5	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0015	0.0	1.035E-4	
Sage Thrasher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.73E-5	0.0	0.0	0.0	4.932E-4	7.04E-5	2.23E-5	4.196E-4	0.001445	0.0015735	3.899E-4	0.0017269	0.0010715	0.0010838	9.193E-4	0.0011849	0.0012433	0.0011504	0.001288	0.0014082	6.387E-4	3.013E-4	3.112E-4	1.21E-4	8.26E-5	5.51E-5	8.8E-5	8.92E-5	7.34E-5	0.0	0.0	0.0	0.0015	0.0	0.0	1.127E-4	0.0	0.0	4.318E-4	7.35E-5	0.0	
Northern Mockingbird	0.0011034	0.0012675	0.001703	0.0013277	0.0010171	8.62E-4	3.383E-4	4.866E-4	9.068E-4	5.113E-4	6.211E-4	7.398E-4	8.214E-4	4.244E-4	2.308E-4	3.263E-4	2.275E-4	2.304E-4	2.438E-4	4.829E-4	6.635E-4	6.435E-4	9.431E-4	3.261E-4	2.876E-4	5.99E-5	2.816E-4	1.825E-4	1.205E-4	3.11E-5	9.07E-5	1.032E-4	2.757E-4	4.989E-4	2.676E-4	5.875E-4	0.0010915	9.52E-4	6.916E-4	3.962E-4	3.085E-4	3.9E-4	1.127E-4	0.0020148	0.0010138	6.045E-4	0.0011395	9.572E-4	
mimid sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eastern Bluebird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Western Bluebird	0.0034979	0.0025651	0.0028277	0.0030748	0.0038715	0.0036903	0.0028461	0.0042168	0.007225	0.0104358	0.0150088	0.0178266	0.0187741	0.0172456	0.0161977	0.0149159	0.0138017	0.0156674	0.0234042	0.0217772	0.0183797	0.0148465	0.0138083	0.013004	0.0120794	0.0094357	0.0106083	0.0075958	0.0066886	0.0051354	0.0055337	0.0051806	0.0051562	0.0066909	0.0068393	0.0091802	0.0083983	0.0077349	0.0058095	0.00312	0.0031534	0.0035099	0.0027041	0.0024037	0.0027034	0.0028928	0.0065794	0.0056396	
Mountain Bluebird	0.0016198	0.0012675	0.001446	7.687E-4	0.0021654	0.0014276	8.16E-4	0.0013948	0.0032176	0.0074885	0.0212711	0.0380666	0.0418896	0.0439853	0.0422358	0.0327217	0.0252337	0.024724	0.0284019	0.0288099	0.0245726	0.023258	0.0230219	0.0228079	0.0176223	0.0145279	0.0115158	0.0100365	0.0076527	0.0073763	0.005443	0.005676	0.0078308	0.0094201	0.0114485	0.0120688	0.0083983	0.0054739	0.0037001	0.0033924	0.0027078	0.0026649	0.0031924	0.0018028	0.0018163	0.0016839	0.00136	7.502E-4	
bluebird sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.24E-5	2.93E-5	1.504E-4	1.035E-4	1.762E-4	1.173E-4	1.787E-4	1.469E-4	1.398E-4	9.48E-5	1.063E-4	1.219E-4	9.05E-5	4.42E-5	2.3E-5	4.84E-5	0.0	7.84E-5	8.99E-5	6.26E-5	4.56E-5	1.808E-4	2.179E-4	9.07E-5	1.445E-4	1.654E-4	1.761E-4	8.92E-5	1.958E-4	9.1E-5	1.487E-4	1.037E-4	4.95E-5	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Townsend's Solitaire	0.0154706	0.0156924	0.0154879	0.0160028	0.01378	0.0119599	0.0115636	0.0116449	0.0131921	0.0111576	0.0112048	0.0102168	0.0126256	0.0234111	0.0302763	0.0282158	0.0236032	0.0178473	0.0183251	0.0135372	0.0120319	0.0125712	0.0147998	0.0144511	0.012916	0.0118919	0.011109	0.007938	0.006327	0.0076253	0.0065316	0.006646	0.0077757	0.0088625	0.0106158	0.0115792	0.0146439	0.0133278	0.0134864	0.0127526	0.012922	0.0165746	0.0155112	0.0149876	0.0169807	0.0184793	0.0226421	0.0231277	
Varied Thrush	0.1261826	0.1141021	0.1156454	0.0986024	0.1192296	0.1295658	0.1277964	0.1248824	0.1271536	0.1358155	0.1361919	0.139319	0.1320989	0.1199598	0.1148109	0.0961763	0.0653497	0.0486326	0.0396977	0.0407473	0.0451419	0.0492967	0.0579658	0.0600057	0.048579	0.043404	0.0352359	0.0200046	0.0104546	0.0085901	0.0084064	0.008999	0.0125183	0.0209825	0.0445152	0.068692	0.093624	0.1004938	0.0784978	0.0878813	0.0837018	0.0886253	0.0910764	0.0962531	0.116837	0.1119986	0.1589723	0.1593067	
Veery	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.79E-5	4.254E-4	0.0072935	0.0219583	0.0386614	0.03861	0.035887	0.0352004	0.0327607	0.0279475	0.020184	0.0095347	0.0128348	0.0128229	0.0127306	0.0096182	0.0029779	4.989E-4	2.082E-4	9.79E-5	3.03E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Gray-cheeked Thrush	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	2.235E-4	2.415E-4	9.732E-4	0.001333	0.0022248	0.0015287	0.0015165	0.0018871	5.633E-4	2.509E-4	9.04E-5	6.22E-5	6.05E-5	2.477E-4	8.27E-5	0.0	0.0015	0.0	3.03E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Swainson's Thrush	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.7E-5	1.469E-4	6.37E-4	0.0043604	0.0429967	0.1178741	0.2295886	0.3204167	0.3657842	0.3658831	0.3622355	0.3569692	0.3485202	0.2760045	0.1637546	0.1008406	0.084625	0.0770184	0.0868524	0.0737309	0.0506221	0.0325612	0.0161081	0.0066398	0.002023	8.991E-4	1.486E-4	3.43E-5	3.25E-5	7.51E-5	2.828E-4	4.22E-5	8.64E-5	1.103E-4	5.17E-5	
Hermit Thrush	0.0084278	0.0082687	0.0069407	0.0064757	0.006365	0.00765	0.0044582	0.0052224	0.0039196	0.0033082	0.0047355	0.0058835	0.0072515	0.014632	0.0324374	0.0523764	0.0336322	0.0212679	0.0207834	0.0270592	0.0349899	0.0429307	0.0514848	0.0553789	0.0548017	0.0561946	0.0468457	0.0296761	0.0130758	0.00831	0.0076504	0.0073684	0.0126286	0.0206304	0.0373785	0.0365003	0.0398993	0.0376034	0.0272495	0.0243908	0.0183719	0.0163471	0.013746	0.0130788	0.0122497	0.0131255	0.0165037	0.0127021	
Catharus sp.	0.0	3.02E-5	3.21E-5	6.99E-5	3.28E-5	5.39E-5	7.96E-5	9.73E-5	2.93E-5	9.02E-5	5.18E-5	1.76E-5	4.69E-5	0.0	6.29E-5	7.77E-5	1.517E-4	1.241E-4	8.13E-5	2.566E-4	1.991E-4	6.89E-5	7.25E-5	6.11E-5	1.307E-4	8.99E-5	1.252E-4	1.369E-4	6.03E-5	3.424E-4	1.814E-4	2.683E-4	3.033E-4	5.282E-4	3.568E-4	3.182E-4	2.122E-4	2.677E-4	1.037E-4	0.0	1.714E-4	6.5E-5	1.127E-4	1.767E-4	1.267E-4	4.32E-5	0.0	2.59E-5	
Wood Thrush	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.467E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Redwing	5.634E-4	3.621E-4	3.535E-4	1.398E-4	1.64E-4	0.0015354	3.383E-4	4.217E-4	3.218E-4	2.707E-4	2.329E-4	1.233E-4	7.04E-5	1.117E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	2.941E-4	5.95E-4	
Fieldfare	3.756E-4	6.941E-4	1.928E-4	1.398E-4	6.56E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001213	5.174E-4	
Dusky Thrush	1.409E-4	1.207E-4	0.0013496	2.795E-4	0.0015	2.424E-4	5.97E-5	9.73E-5	0.0015	3.01E-5	2.59E-5	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Robin	0.2503932	0.2538854	0.2615597	0.2551829	0.266577	0.2818931	0.2745004	0.3719874	0.4335859	0.4862109	0.5536953	0.5961704	0.6153431	0.6201943	0.6321731	0.6473796	0.6512219	0.6512061	0.6485108	0.6660831	0.6703603	0.6619553	0.648046	0.63326	0.6172249	0.5791697	0.5341407	0.4677464	0.4017053	0.3505447	0.298609	0.2818369	0.2911186	0.332228	0.3888905	0.4419937	0.4678471	0.4391623	0.3717408	0.3067799	0.2598458	0.2503412	0.258056	0.2405444	0.2489651	0.2516731	0.2894215	0.2658388	
Varied Thrush/American Robin	1.643E-4	2.112E-4	2.249E-4	6.99E-5	1.64E-4	5.657E-4	5.374E-4	2.595E-4	1.463E-4	1.203E-4	1.035E-4	7.05E-5	4.69E-5	8.94E-5	6.29E-5	3.11E-5	5.69E-5	7.09E-5	2.03E-5	6.04E-5	4.42E-5	6.89E-5	4.84E-5	0.0	0.0	5.99E-5	9.39E-5	4.56E-5	9.04E-5	1.245E-4	3.02E-5	0.0	0.0	0.0015	1.189E-4	7.34E-5	1.213E-4	8.92E-5	1.037E-4	1.238E-4	6.86E-5	2.6E-4	1.502E-4	0.0	8.45E-5	8.64E-5	1.47E-4	1.811E-4	
thrush sp.	4.7E-5	3.02E-5	3.21E-5	0.0	0.0	0.0	1.99E-5	9.73E-5	0.0	3.01E-5	5.18E-5	5.28E-5	2.35E-5	0.0	6.29E-5	9.32E-5	5.69E-5	7.09E-5	1.625E-4	1.509E-4	1.327E-4	1.149E-4	4.84E-5	1.019E-4	1.046E-4	1.498E-4	6.26E-5	1.597E-4	2.109E-4	6.22E-5	2.117E-4	1.858E-4	5.51E-5	2.348E-4	1.487E-4	2.203E-4	9.1E-5	1.19E-4	1.037E-4	9.9E-5	6.86E-5	3.25E-5	0.0	7.07E-5	0.0	0.0	3.68E-5	7.76E-5	
Red-flanked Bluetail	4.46E-4	4.527E-4	0.0031169	6.056E-4	2.297E-4	4.579E-4	1.393E-4	1.946E-4	1.463E-4	3.007E-4	5.18E-5	3.52E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.07E-4	
Northern Wheatear	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.06E-5	0.0	0.0	0.0	0.0	0.0	2.082E-4	3.46E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Bohemian Waxwing	0.0335704	0.0296345	0.0294335	0.0261356	0.024115	0.0242161	0.0187087	0.0172889	0.017258	0.0160296	0.0106614	0.003981	0.0020886	0.0010276	7.134E-4	4.661E-4	4.929E-4	2.481E-4	2.235E-4	3.924E-4	4.202E-4	4.826E-4	0.0011124	8.968E-4	0.0012027	0.0015277	0.0011578	0.0011633	8.135E-4	9.648E-4	9.676E-4	6.192E-4	6.893E-4	0.0010271	7.137E-4	0.0014933	0.0017888	0.0024692	0.0039076	0.0091373	0.0163839	0.020637	0.0227973	0.0268293	0.0292726	0.0330728	0.0389988	0.0358815	
Cedar Waxwing	0.0129587	0.0140025	0.0148453	0.0117633	0.0126316	0.0089161	0.0081204	0.0107366	0.0100038	0.0087516	0.0081772	0.0070285	0.0058669	0.0058751	0.0053922	0.0062305	0.0095171	0.0200982	0.0675714	0.1694033	0.2643709	0.278406	0.279793	0.2798908	0.2862447	0.2988258	0.3046376	0.3096259	0.3106866	0.3096483	0.2899909	0.2650774	0.2145477	0.1687698	0.1362812	0.0989498	0.0744323	0.0585768	0.0480324	0.0408825	0.0297515	0.0237569	0.0184406	0.018275	0.0183746	0.0164501	0.0184151	0.0139439	
Bohemian x Cedar Waxwing (hybrid)	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Bohemian/Cedar Waxwing	2.35E-5	3.02E-5	6.43E-5	0.0015	6.56E-5	1.616E-4	1.393E-4	9.73E-5	8.78E-5	3.01E-5	1.035E-4	5.28E-5	4.69E-5	2.23E-5	6.29E-5	0.0	1.9E-5	1.77E-5	4.06E-5	0.0	4.42E-5	2.3E-5	7.25E-5	1.223E-4	2.61E-5	5.99E-5	6.26E-5	2.28E-5	6.03E-5	6.22E-5	9.07E-5	2.06E-5	1.103E-4	2.93E-5	5.95E-5	9.79E-5	6.06E-5	1.19E-4	6.92E-5	1.981E-4	1.714E-4	1.3E-4	2.629E-4	7.07E-5	8.45E-5	0.0015	1.47E-4	7.76E-5	
Zebra Finch	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	2.61E-5	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
White-rumped Munia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.245E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
