Com_Name,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,annual_mean,annual_max,n_months_present,rarity,present_m1,present_m2,present_m3,present_m4,present_m5,present_m6,present_m7,present_m8,present_m9,present_m10,present_m11,present_m12
Long-tailed Jaeger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79e-5,3.013e-4,2.641e-4,6.04e-5,2.21e-5,0,0,0,0,8.99e-5,9.39e-5,1.141e-4,4.519e-4,3.112e-4,6.955e-4,0.001259,0.0017371,5.576e-4,5.947e-4,4.896e-4,1.516e-4,8.92e-5,3.46e-5,0.0015,0,3.25e-5,0,0,0,0,0,0,NA,0,0,0,0,1.65925e-4,5.525e-6,7.447500000000001e-5,6.793999999999999e-4,8.4475e-4,4.4385000000000003e-4,8.125e-6,0,1.8517083333333335e-4,8.4475e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Parasitic Jaeger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.21e-5,2.465e-4,0.0021622,0.0016253,8.451e-4,3.539e-4,2.298e-4,2.176e-4,4.28e-4,4.445e-4,4.793e-4,5.633e-4,5.246e-4,8.135e-4,9.96e-4,0.0021772,0.0047472,0.0088786,0.009068,0.0115674,0.0086416,0.0045478,0.0038079,0.0033543,0.0022781,0.0013368,2.6e-4,7.51e-5,3.53e-5,0,0,7.35e-5,0,NA,0,0,0,1.5525e-5,0.001219775,3.07325e-4,5.02925e-4,0.002183475,0.0095389,0.003497025,4.2679999999999997e-4,1.8375e-5,0.00147584375,0.0095389,4,Rare,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
Long-tailed/Parasitic Jaeger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93e-5,2.97e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1.475e-5,0,0,0,1.2291666666666666e-6,1.475e-5,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Pomarine Jaeger,0,0,0,0,0,0,0,0,0,0,0.0015,1.057e-4,2.35e-5,0,0.0015,0,2.844e-4,1.772e-4,3.251e-4,4.53e-5,4.42e-5,4.6e-5,2.42e-5,2.04e-5,5.23e-5,2.696e-4,2.503e-4,2.737e-4,5.122e-4,6.847e-4,0.0012096,0.0021878,0.0021231,0.0019662,0.0036278,0.0011261,6.064e-4,0.0010412,2.766e-4,3.467e-4,0,9.75e-5,3.76e-5,0.0015,0,0,0,0,NA,0,0,4.01425e-4,3.8087500000000003e-4,2.08e-4,3.37e-5,2.11475e-4,0.001148575,0.0022108,5.67725e-4,4.08775e-4,0,4.642791666666667e-4,0.0022108,2,Very rare,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Parasitic/Pomarine Jaeger,0,0,0,0,0,0,0,0,0.0015,0,0,1.76e-5,0,0,0,0,1.9e-5,0,0,0,0,0,0,2.04e-5,0,0,0,0,0,0,0,6.19e-5,2.76e-5,0,5.95e-5,4.9e-5,3.03e-5,2.97e-5,0,0,0,0,0,0,0,0,0,0,NA,0,0,3.794e-4,0,4.75e-6,5.1e-6,0,1.5475e-5,3.4025e-5,1.5e-5,0,0,3.78125e-5,3.794e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
South Polar Skua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,4.53e-5,8.85e-5,4.6e-5,9.67e-5,0.0015,1.83e-4,1.198e-4,0.0015,6.84e-5,4.821e-4,3.112e-4,4.838e-4,2.89e-4,6.342e-4,8.804e-4,0.0025871,1.714e-4,3.03e-5,2.677e-4,0,0.0015,0,0,0,0.0015,0,0,0,0,NA,0,0,0,0,3.86325e-4,4.328e-4,4.678e-4,3.91525e-4,0.001068275,4.4950000000000003e-4,3.75e-4,0,2.9760208333333334e-4,0.001068275,1,Very rare,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
jaeger sp.,0,0,0,0,0,0,0,0,0,0,0,1.76e-5,0,0,2.1e-5,3.11e-5,7.58e-5,1.95e-4,2.032e-4,1.207e-4,4.42e-5,0.0015,4.84e-5,2.04e-5,2.61e-5,3e-5,1.252e-4,2.281e-4,2.109e-4,4.98e-4,3.326e-4,7.637e-4,0.0014614,0.0010858,9.218e-4,9.547e-4,6.064e-4,5.355e-4,2.075e-4,1.486e-4,1.371e-4,3.25e-5,0,0.0015,0,0,3.68e-5,0,NA,0,0,4.4e-6,1.3024999999999998e-5,1.48675e-4,4.0325e-4,1.0235e-4,4.5129999999999997e-4,0.001105925,3.745e-4,4.174e-4,9.2e-6,2.5250208333333333e-4,0.001105925,1,Very rare,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
jaeger/skua sp.,0,0,3.21e-5,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,8.025e-6,0,3.75e-4,0,0,0,0,0,7.425e-6,0,0,0,3.25375e-5,3.75e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Rhinoceros Auklet,0.0062446,0.007303,0.0074548,0.0074307,0.0058729,0.0057645,0.0046175,0.0070713,0.008746,0.0084509,0.0085395,0.009706,0.0091289,0.0125321,0.0111202,0.0115443,0.0128538,0.0120695,0.0119052,0.0102925,0.0139562,0.0143179,0.0168311,0.018976,0.0230868,0.0258208,0.0288522,0.0349909,0.0328704,0.0346405,0.0389779,0.0381631,0.0378305,0.0373283,0.0335127,0.029401,0.0291665,0.029095,0.023826,0.018646,0.0143273,0.0153071,0.0129573,0.0117356,0.008955,0.008592,0.008307,0.0066744,NA,0.007108275,0.00583155,0.0088606,0.011081375000000001,0.011780249999999999,0.0160203,0.028187675000000002,0.036162975,0.034518125000000004,0.025183375,0.013581825,0.0081321,0.017204035416666666,0.036162975,12,Uncommon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Tufted Puffin,0,0.0015,0,0.0015,0,0,5.97e-5,3.24e-5,2.93e-5,0,0,5.28e-5,7.04e-5,6.7e-5,2.1e-5,4.35e-4,9.29e-4,8.507e-4,0.0019707,0.001147,0.0013713,0.0013789,0.0011608,0.0021401,0.0025623,0.0028157,0.002879,0.0021214,0.0023199,0.0023654,0.0019353,0.0016512,0.0013235,0.0011738,8.921e-4,2.938e-4,1.819e-4,8.92e-5,1.729e-4,4.95e-5,0,2.275e-4,3.76e-5,0,8.45e-5,0,0,0,NA,7.5e-4,2.3025e-5,2.0525e-5,1.4835e-4,0.0012243500000000001,0.001512775,0.0025946,0.0020679500000000003,9.208e-4,1.23375e-4,6.6275e-5,2.1125e-5,7.894291666666667e-4,0.0025946,4,Very rare,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Horned Puffin,5.634e-4,0,0,0.0015,0,0,3.98e-5,0.0015,0.0015,0,0,0.0015,0,0,0,1.55e-5,3.79e-5,7.09e-5,2.032e-4,1.509e-4,1.106e-4,2.068e-4,1.451e-4,3.261e-4,2.092e-4,2.696e-4,3.442e-4,1.825e-4,2.41e-4,1.245e-4,1.814e-4,2.06e-5,5.51e-5,0.0015,8.92e-5,0,0,0,0,2.48e-5,0,0,0,0,0,0,0,0,NA,5.1585e-4,3.8495e-4,7.5e-4,3.875e-6,1.1572500000000001e-4,1.9715e-4,2.5137499999999997e-4,1.41875e-4,4.11075e-4,6.2e-6,0,0,2.3150625e-4,7.5e-4,0,Very rare,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cassins Auklet,1.409e-4,1.509e-4,0.0015,0.0015,3.28e-5,5.39e-5,5.97e-5,6.49e-5,2.34e-4,1.203e-4,5.18e-5,2.995e-4,1.877e-4,1.564e-4,1.469e-4,5.593e-4,0.0011375,0.0011875,0.0017675,0.0013884,0.0012386,0.0014479,0.0015235,0.0020179,0.0019348,0.002606,0.0019402,0.0021442,0.0032539,0.0026144,0.0027517,0.0026625,0.0031434,0.0028172,0.0032115,0.0010037,6.67e-4,0.0013387,0.0010028,4.457e-4,4.113e-4,5.85e-4,3.756e-4,4.595e-4,2.957e-4,3.022e-4,7.35e-5,2.587e-4,NA,8.2295e-4,5.2825e-5,1.764e-4,2.62575e-4,0.001370225,0.001556975,0.0021563,0.002820625,0.00254395,8.6355e-4,4.5785e-4,2.3252499999999997e-4,0.0011097291666666666,0.002820625,5,Rare,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Crested Auklet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.0015,2.97e-5,4.9e-5,0.0015,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,7.69675e-4,3.75e-4,0,0,9.538958333333333e-5,7.69675e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Parakeet Auklet,0,0,0,0,0,0,3.98e-5,3.24e-5,0,0,0,7.05e-5,7.04e-5,2.23e-5,0.0015,0,0,0.0015,0.0015,0,2.21e-5,0,0,0,0,0,0,0,0,6.22e-5,0,1.032e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1.8049999999999998e-5,1.7625e-5,3.98175e-4,7.5e-4,5.525e-6,0,4.135e-5,0,0,0,0,1.0256041666666667e-4,7.5e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
auklet sp.,0,0,0,0,0,0,0,0,0,0,0,3.52e-5,0,0,0,0,0,3.54e-5,6.09e-5,0,2.21e-5,0,0,2.04e-5,2.61e-5,5.99e-5,6.26e-5,0,3.01e-5,0.0015,0.0015,4.13e-5,5.51e-5,0.0015,0,0,0,0,0,2.48e-5,0,0,0,0,0,0,0,0,NA,0,0,8.8e-6,0,2.4075000000000002e-5,1.0625e-5,3.715e-5,7.6785e-4,3.88775e-4,6.2e-6,0,0,1.0362291666666666e-4,7.6785e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Kittlitzs Murrelet,0,0,0,0,0.0015,0.0015,0,0.0015,0,0,0,0,0,0,0,0,0,1.77e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.0015,1.295e-4,0.0015,0,NA,0,0.0011250000000000001,0,0,4.425e-6,0,0,0,0,0,3.75e-4,7.82375e-4,1.9056666666666667e-4,0.0011250000000000001,1,Vagrant/Accidental,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Marbled Murrelet,0.0179355,0.0191629,0.0206292,0.0184719,0.0144362,0.0150576,0.0099514,0.0115151,0.0098575,0.010105,0.0100662,0.0085434,0.0098094,0.0106556,0.0126099,0.0132844,0.014598,0.0133811,0.011377,0.0132353,0.0144427,0.0163633,0.0193945,0.0209938,0.023662,0.0246825,0.0259419,0.0281022,0.0224157,0.0248677,0.0246145,0.0232198,0.0224998,0.022215,0.0196854,0.0173076,0.0173423,0.0230559,0.0218895,0.0264214,0.0259126,0.0311017,0.0282055,0.028526,0.0261468,0.0278485,0.0257296,0.0212909,NA,0.019049875,0.012740075,0.009643025,0.011589825,0.013147849999999999,0.017798575,0.02559715,0.023779425,0.02042695,0.022177275,0.028436450000000002,0.02525395,0.019136702083333332,0.028436450000000002,12,Uncommon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Pigeon Guillemot,0.0167852,0.0226031,0.0222037,0.0221989,0.0214902,0.0244047,0.0200621,0.0240034,0.0270571,0.0302848,0.0284908,0.026141,0.0264479,0.0276109,0.0244435,0.0242849,0.0268641,0.0259646,0.0217586,0.0211584,0.0224714,0.0243841,0.0259721,0.0270678,0.0322901,0.0338785,0.0398047,0.0452099,0.0443795,0.0511671,0.0534926,0.0417131,0.036121,0.029669,0.0245027,0.0226199,0.0201619,0.0226691,0.0200221,0.0180517,0.0169666,0.0198245,0.0182904,0.0173206,0.0161781,0.0192997,0.022348,0.0159617,NA,0.020947725,0.0224901,0.027993425000000002,0.0256968,0.023936425,0.02497385,0.0377958,0.047688075,0.02822815,0.0202262,0.018100525,0.018446875,0.026376995833333333,0.047688075,12,Common,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Dovekie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,3.75e-4,0,0,0,0,3.125e-5,3.75e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Thick-billed Murre,0,0,0,0,0,0,0,0,0,0,0,1.76e-5,0,0,0,0,0,1.77e-5,0,3.02e-5,0.0015,0,2.42e-5,2.04e-5,2.61e-5,0.0015,3.13e-5,0.0015,6.03e-5,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32e-5,3.68e-5,0.0015,NA,0,0,4.4e-6,0,1.1975e-5,3.8615000000000003e-4,7.6435e-4,3.9007500000000004e-4,0,0,0,3.95e-4,1.626625e-4,7.6435e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Common Murre,0.0207292,0.0237197,0.0222679,0.0208479,0.0166016,0.0146267,0.0111854,0.01158,0.009682,0.0099546,0.0083842,0.0075922,0.0067117,0.006657,0.0047208,0.0054692,0.0061425,0.0060259,0.0057698,0.0051311,0.0054409,0.0058605,0.0067711,0.0082956,0.0103276,0.0115924,0.0138941,0.0205976,0.0222048,0.0292561,0.0322347,0.0365119,0.0381338,0.0406151,0.0402034,0.0349335,0.0343207,0.0380199,0.0329207,0.0296405,0.0262896,0.0305817,0.0277548,0.0242489,0.0198108,0.0218471,0.0245902,0.0218342,NA,0.021891175,0.013498425,0.00890325,0.005889675,0.005767325,0.0065920250000000005,0.014102924999999999,0.030051875,0.038471450000000004,0.033725450000000004,0.02721875,0.022020575,0.019011075,0.038471450000000004,12,Uncommon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Thick-billed/Common Murre,0,0,0,0,0,0,0,3.24e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-5,0,0,0,0,0,0,0,0,0,0,0,2.97e-5,0,0,0,0,0,0,0,0,0,0,NA,0,8.1e-6,0,0,0,0,7.5e-6,0,0,7.425e-6,0,0,1.91875e-6,8.1e-6,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
large alcid sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23e-5,0.0015,0,0,0,0,3.02e-5,0,0,0,0,0,0,0,0,0,6.22e-5,0,0,0,0,2.97e-5,2.45e-5,3.03e-5,0,0,0,0,0,0,0,4.22e-5,0,0,0,NA,0,0,0,3.80575e-4,7.55e-6,0,0,1.555e-5,1.355e-5,7.575e-6,0,1.055e-5,3.627916666666667e-5,3.80575e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ancient Murrelet,0.0080757,0.0097776,0.0089971,0.0065455,0.0042324,0.0021819,0.0011146,0.0011677,5.85e-4,7.218e-4,4.658e-4,6.694e-4,2.581e-4,1.564e-4,1.259e-4,3.574e-4,0.0011754,0.0011697,0.0021941,0.0015997,0.0014598,0.0021144,0.0019346,0.0019567,0.0012027,0.0012281,0.001283,9.808e-4,9.942e-4,0.0011516,9.072e-4,0.0011971,0.0013235,0.0020249,0.0019923,0.001885,0.0023952,0.0045814,0.004945,0.0077754,0.0094259,0.0124147,0.0156238,0.0150937,0.0112782,0.0121325,0.0128281,0.0094425,NA,0.008348975,0.00217415,6.105e-4,2.2445e-4,0.001534725,0.001866375,0.00117365,0.001062525,0.001806425,0.00492425,0.013139524999999999,0.011420325,0.004023822916666667,0.013139524999999999,10,Rare,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Scrippss Murrelet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61e-5,0,0,0,0,0,6.05e-5,0,1.103e-4,1.174e-4,2.97e-5,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,6.525e-6,1.5125e-5,4.3935e-4,0,0,0,3.841666666666667e-5,4.3935e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Guadalupe Murrelet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,7.55e-6,0,0,0,0,6.291666666666666e-7,7.55e-6,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scrippss/Guadalupe Murrelet (Xantuss Murrelet),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02e-5,0,0,2.93e-5,0,0.0015,0.0015,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,7.55e-6,3.82325e-4,3.75e-4,0,0,6.373958333333333e-5,3.82325e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
murrelet sp.,4.93e-4,8.752e-4,6.427e-4,8.386e-4,5.578e-4,3.232e-4,2.587e-4,2.919e-4,2.34e-4,9.02e-5,5.18e-5,1.233e-4,7.04e-5,8.94e-5,4.2e-5,7.77e-5,5.69e-5,5.32e-5,2.03e-5,0.0015,4.42e-5,1.379e-4,1.451e-4,1.019e-4,1.83e-4,1.797e-4,1.565e-4,2.053e-4,2.109e-4,2.49e-4,3.931e-4,2.27e-4,3.585e-4,3.228e-4,1.487e-4,2.203e-4,3.032e-4,3.57e-4,6.916e-4,5.695e-4,8.912e-4,7.475e-4,9.014e-4,8.484e-4,6.336e-4,3.886e-4,4.411e-4,6.726e-4,NA,7.12375e-4,3.5789999999999997e-4,1.2482499999999998e-4,6.9875e-5,4.076e-4,1.0727499999999999e-4,1.81125e-4,2.7e-4,2.6257499999999997e-4,4.80325e-4,8.47125e-4,5.33975e-4,3.6291458333333334e-4,8.47125e-4,0,Very rare,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
alcid sp.,9.156e-4,0.0014787,0.0012532,0.0013976,8.859e-4,7.004e-4,7.961e-4,8.758e-4,9.068e-4,0.0010827,8.281e-4,9.865e-4,4.694e-4,6.702e-4,6.504e-4,5.283e-4,8.531e-4,8.862e-4,8.33e-4,0.0010111,0.001128,0.0012181,0.0014268,0.0012841,0.0013596,0.0019171,0.0016272,0.0019389,0.0019584,0.0029567,0.0027517,0.0026832,0.0025643,0.0025531,0.0023194,0.001934,0.0021526,0.0018742,0.0015561,0.0015848,0.0011311,0.0021124,0.0017652,0.0011311,0.0016896,0.001727,9.557e-4,0.0012676,NA,0.001261275,8.1455e-4,9.51025e-4,5.79575e-4,8.9585e-4,0.00126425,0.0017107,0.0025875,0.0023427,0.001791925,0.00153495,0.001409975,0.0014286895833333334,0.0025875,8,Rare,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Little Gull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55e-5,0,0.0015,2.03e-5,0,0,2.3e-5,4.84e-5,0.0015,5.23e-5,5.99e-5,6.26e-5,0,0.0015,3.11e-5,0.0015,4.13e-5,0,5.87e-5,1.189e-4,4.9e-5,1.213e-4,5.95e-5,6.92e-5,7.43e-5,3.43e-5,2.6e-4,4.131e-4,3.53e-5,0,0,3.68e-5,5.17e-5,NA,0,0,0,3.875e-6,3.80075e-4,3.9285e-4,4.37e-5,7.681e-4,5.665e-5,8.1075e-5,1.85675e-4,2.2125000000000002e-5,1.6117708333333335e-4,7.681e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Rosss Gull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0.0015,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,3.75e-4,3.75e-4,0,6.25e-5,3.75e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Black-legged Kittiwake,4.226e-4,0.0014787,4.499e-4,3.494e-4,2.625e-4,2.963e-4,2.388e-4,4.217e-4,8.775e-4,6.917e-4,8.798e-4,0.0010041,3.989e-4,1.564e-4,6.29e-5,2.175e-4,5.308e-4,7.089e-4,7.111e-4,4.98e-4,7.962e-4,2.068e-4,3.627e-4,4.892e-4,7.059e-4,8.088e-4,5.633e-4,6.843e-4,3.314e-4,2.801e-4,6.955e-4,0.0010733,0.0019577,0.0033161,0.0057094,0.0042596,0.0039414,0.0050277,0.0018673,0.0017334,0.0014053,0.001105,7.511e-4,2.474e-4,2.534e-4,3.886e-4,2.941e-4,3.363e-4,NA,6.7515e-4,3.04825e-4,8.632749999999999e-4,2.08925e-4,6.122e-4,4.6372499999999996e-4,6.90575e-4,5.95075e-4,0.0038107,0.00314245,8.772e-4,3.181e-4,0.00104685,0.0038107,2,Rare,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Red-legged Kittiwake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45e-5,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,6.125e-6,0,0,0,5.104166666666666e-7,6.125e-6,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ivory Gull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95e-4,0,0,0.0015,0,3.308e-4,0.0015,NA,0,0,0,0,0,0,0,0,0,0,4.875e-5,8.327e-4,7.345416666666667e-5,8.327e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sabines Gull,0,0,0,0,0,0,0,0,0,0,0.0015,5.28e-5,4.69e-5,4.47e-5,8.39e-5,2.331e-4,5.308e-4,8.507e-4,8.533e-4,0.0012073,5.529e-4,9.19e-5,1.693e-4,1.223e-4,2.61e-5,1.797e-4,1.252e-4,1.369e-4,7.833e-4,7.158e-4,0.00127,0.0029309,0.0036397,0.0060747,0.0057391,0.0032314,0.002092,0.0013387,3.112e-4,8.914e-4,1.371e-4,3.575e-4,3.76e-5,3.53e-5,0.0015,0.0015,0,0,NA,0,0,3.882e-4,1.0215e-4,8.60525e-4,2.341e-4,1.16975e-4,0.001425,0.004671225,0.001158325,1.41875e-4,7.5e-4,8.206979166666666e-4,0.004671225,3,Very rare,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
Bonapartes Gull,0.0056342,0.0050095,0.004595,0.0057768,0.0042324,0.003394,0.0018908,0.0027896,0.0023401,0.0031277,0.0059259,0.0082087,0.0123439,0.0195912,0.0292063,0.0412362,0.0376704,0.0262304,0.0191175,0.0135824,0.0088912,0.0084804,0.0085607,0.0094778,0.0088634,0.0118919,0.0200588,0.0360173,0.0397096,0.043573,0.0423042,0.0396904,0.0411393,0.0407325,0.0370216,0.0365492,0.0397477,0.0550663,0.0602047,0.0682201,0.0609426,0.0528762,0.0410125,0.0258395,0.0160936,0.0102327,0.0083437,0.0091321,NA,0.005253875,0.0030767,0.0049006,0.0255944,0.024150175,0.008852525,0.019207850000000002,0.0413193,0.03886065,0.055809700000000004,0.0451677,0.010950525000000001,0.023595333333333333,0.055809700000000004,12,Common,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Black-headed Gull,3.521e-4,1.811e-4,3.21e-5,0.0015141,1.64e-4,2.694e-4,3.98e-5,6.49e-5,2.048e-4,6.01e-5,0,0,2.35e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05e-5,0.0015,2.76e-5,0,0.0015,0,0,0,0.0015,0,0.0015,0.0015,0.0015,0,0,0,3.68e-5,1.035e-4,NA,5.1985e-4,1.34525e-4,6.6225e-5,5.875e-6,0,0,0,3.90125e-4,3.819e-4,3.75e-4,0.0011250000000000001,3.5075e-5,2.5279791666666664e-4,0.0011250000000000001,1,Very rare,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Laughing Gull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23e-5,1.797e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,5.8e-5,0,0,0,0,0,4.833333333333333e-6,5.8e-5,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
