Com_Name,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,annual_mean,annual_max,n_months_present,rarity,present_m1,present_m2,present_m3,present_m4,present_m5,present_m6,present_m7,present_m8,present_m9,present_m10,present_m11,present_m12
White-crowned/White-throated Sparrow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,6.9e-6,0,0,0,5.75e-7,6.9e-6,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Zonotrichia sp.,1.643e-4,1.207e-4,1.285e-4,4.66e-5,1.64e-4,5.39e-5,7.96e-5,3.24e-5,1.17e-4,6.01e-5,5.18e-5,1.057e-4,4.69e-5,4.47e-5,4.2e-5,1.243e-4,1.138e-4,3.54e-5,0,1.51e-5,0,0,0,0,2.61e-5,3e-5,0,6.84e-5,3.01e-5,6.22e-5,3.02e-5,4.13e-5,1.379e-4,1.761e-4,2.974e-4,2.938e-4,2.122e-4,1.487e-4,1.037e-4,2.476e-4,3.43e-5,2.6e-4,2.253e-4,1.414e-4,1.267e-4,1.727e-4,1.103e-4,1.552e-4,NA,1.15025e-4,8.2475e-5,8.365e-5,6.447500000000001e-5,4.1075e-5,0,3.1125e-5,4.095e-5,2.263e-4,1.7805000000000002e-4,1.6525e-4,1.41225e-4,9.746666666666667e-5,2.263e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sagebrush Sparrow,0,0,0,0,0,0,0.0015,0,0.0015,0.0015,1.035e-4,0,2.35e-5,2.23e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,3.75e-4,7.75875e-4,1.145e-5,0,0,0,0,0,0,0,0,9.686041666666667e-5,7.75875e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vesper Sparrow,2.35e-5,0.0015,3.21e-5,0,0,0.0015,0,0,0,0.0015,2.59e-5,1.76e-5,6.571e-4,0.0033732,0.01133,0.0264601,0.0368173,0.041756,0.0504449,0.0503305,0.0414704,0.0404026,0.0428516,0.0454119,0.0369179,0.0286065,0.0221242,0.0172901,0.0167214,0.0203548,0.0207136,0.0222291,0.0181156,0.0143503,0.0101995,0.0028887,3.941e-4,2.677e-4,4.841e-4,9.9e-5,0,1.95e-4,3.76e-5,0.0015,4.22e-5,0,1.103e-4,5.17e-5,NA,3.889e-4,3.75e-4,3.85875e-4,0.0104551,0.044837175,0.042534125,0.026234675,0.020004725,0.011388525,3.11225e-4,4.3315e-4,5.105e-5,0.013116627083333334,0.044837175,6,Uncommon,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
LeContes Sparrow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1e-5,0,3.79e-5,0.0015,2.844e-4,5.886e-4,0.0012828,0.0014938,0.0015961,0.0012841,9.674e-4,9.885e-4,3.442e-4,9.12e-5,1.205e-4,9.34e-5,6.05e-5,2.06e-5,1.103e-4,2.93e-5,2.97e-5,4.9e-5,1.516e-4,5.95e-5,0,1.981e-4,4.799e-4,0,0,0,0,0,0,0,NA,0,0,0,5.25e-6,6.02725e-4,0.0014142,5.97825e-4,7.375e-5,5.4575e-5,1.0229999999999999e-4,1.19975e-4,0,2.4755e-4,0.0014142,1,Very rare,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nelsons Sparrow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03e-5,4.53e-5,2.21e-5,3.677e-4,2.66e-4,5.503e-4,3.399e-4,2.097e-4,9.39e-5,0,0,0,0,2.06e-5,0,0,2.97e-5,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1.64e-5,3.01525e-4,1.60875e-4,5.15e-6,7.425e-6,3.75e-4,0,0,7.219791666666667e-5,3.75e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Savannah Sparrow,0.0055872,0.0068805,0.004852,0.004286,0.0031825,0.0029092,0.0026272,0.0024328,0.0024571,0.0030676,0.0048908,0.0179323,0.0349197,0.0590417,0.1044879,0.1700098,0.1652227,0.158322,0.138109,0.1063053,0.0915223,0.0904578,0.0893064,0.0867474,0.0822548,0.0766235,0.0648079,0.0576642,0.0605887,0.0607221,0.0692168,0.1171723,0.1732705,0.2109989,0.2208511,0.1813019,0.1478034,0.120069,0.0743482,0.047816,0.0225193,0.0133247,0.0101405,0.0073878,0.0068852,0.0060878,0.0070205,0.0057949,NA,0.005401425,0.002787925,0.007086950000000001,0.092114775,0.14198975,0.089508475,0.0703376,0.07692497499999999,0.1966056,0.09750915,0.013343075,0.0064471,0.0666714,0.1966056,12,Common,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Song Sparrow,0.4417447,0.4401123,0.4351081,0.4213138,0.4308868,0.4177621,0.39344,0.4361153,0.4514582,0.4498812,0.4711469,0.4810196,0.4838308,0.4661678,0.4625795,0.4526965,0.4387738,0.4316679,0.4179432,0.422565,0.4166058,0.3967411,0.392605,0.3925645,0.3927367,0.384196,0.3527037,0.3058394,0.2797144,0.2710551,0.267342,0.2941796,0.3206772,0.3618089,0.4115198,0.444711,0.4801261,0.4905397,0.4763469,0.487916,0.4791431,0.4785505,0.486855,0.4847649,0.4872434,0.4735115,0.4993016,0.4811279,NA,0.434569725,0.41955105000000004,0.463376475,0.46631865,0.42773747500000003,0.3996291,0.35886894999999996,0.278072775,0.384679225,0.483732175,0.482328375,0.4852961,0.42368000625,0.4852961,12,Common,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Lincolns Sparrow,0.0163157,0.0149682,0.0130459,0.0106452,0.0087273,0.0078386,0.0054335,0.0078822,0.0058502,0.0049923,0.005279,0.0054079,0.0063128,0.0131576,0.0358154,0.0670126,0.0516996,0.0398774,0.0445126,0.0418641,0.0433282,0.0435972,0.0417876,0.0494476,0.0462781,0.0372334,0.0302917,0.0198221,0.0166009,0.0175226,0.0295132,0.0752735,0.1147324,0.1267754,0.1360433,0.11344220000000001,0.0940484,0.07482,0.0488623,0.0300862,0.0236161,0.0217095,0.0215579,0.0172146,0.0179522,0.0188679,0.0191502,0.0155219,NA,0.013743749999999999,0.0074704,0.00538235,0.0305746,0.044488425,0.04454015,0.033406325,0.034727549999999996,0.122748325,0.061954225,0.021024525000000002,0.01787305,0.036494472916666666,0.122748325,12,Common,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Swamp Sparrow,0.0040378,0.0038024,0.0023778,0.0028185,0.0017717,0.0018317,8.558e-4,0.0013948,9.653e-4,0.0013834,6.728e-4,7.046e-4,4.224e-4,6.031e-4,2.728e-4,1.243e-4,4.74e-4,0.0014533,0.0021941,0.0024297,0.0030301,0.0041598,0.0040627,0.0030777,0.0033467,0.0023964,0.002566,0.0015967,9.34e-4,5.291e-4,8.769e-4,9.907e-4,0.0015165,0.0017901,0.0027952,0.0037945,0.0044265,0.0058012,0.0043917,0.0054725,0.005587,0.0059799,0.0066852,0.0051962,0.004224,0.0052243,0.0047784,0.0040098,NA,0.003259125,0.0014635,9.31525e-4,3.5565e-4,0.001637775,0.003582575,0.00247645,8.32675e-4,0.002474075,0.005022975,0.005862075,0.004559125000000001,0.00270479375,0.005862075,9,Rare,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
Song x Swamp Sparrow (hybrid),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,3.75e-4,0,0,0,3.125e-5,3.75e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Lincolns/Swamp Sparrow,0,0,0,0,0,0,1.99e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,4.975e-6,0,0,0,0,0,0,0,0,0,0,4.145833333333333e-7,4.975e-6,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Green-tailed Towhee,0.0019954,0.001026,8.354e-4,4.892e-4,4.265e-4,6.465e-4,2.786e-4,2.271e-4,4.68e-4,2.105e-4,3.364e-4,2.818e-4,1.173e-4,0,6.29e-5,7.77e-5,2.085e-4,0,4.06e-5,0.0015,0.0015,0,0,0,0.0015,0,0,0,0,0,0,0,0,8.8e-5,0,0,9.1e-5,0,0,0.0015,0,0,0.0020657,1.414e-4,0,0,0,7.761e-4,NA,0.0010865,3.9467500000000004e-4,3.24175e-4,6.447500000000001e-5,4.37275e-4,3.75e-4,3.75e-4,0,2.2e-5,3.9775e-4,5.51775e-4,1.94025e-4,3.518875e-4,0.0010865,1,Very rare,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Spotted Towhee,0.3357513,0.3352748,0.3283956,0.3125553,0.3199908,0.3203319,0.3197596,0.3305005,0.3398953,0.3373432,0.3472467,0.3530448,0.3490801,0.343706,0.3571683,0.3626109,0.3530438,0.343796,0.3385275,0.3449941,0.336474,0.3141202,0.307071,0.3008234,0.313907,0.3157501,0.3040744,0.2872035,0.2636257,0.2497043,0.2348957,0.2502786,0.264345,0.2692511,0.3058372,0.329751,0.3580632,0.3522342,0.3320423,0.3332756,0.3317224,0.341989,0.3539022,0.3549311,0.36331,0.3606925,0.3900978,0.3681801,NA,0.32799425,0.3226457,0.34438250000000004,0.353141325,0.34509035,0.31462215,0.30523374999999997,0.249626075,0.292296075,0.343903825,0.345636175,0.3705701,0.32626185625,0.3705701,12,Common,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Spotted/Eastern Towhee (Rufous-sided Towhee),0.0015,0,0,0,0,0,1.99e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32e-5,0,0.0015,NA,3.75e-4,4.975e-6,0,0,0,0,0,0,0,0,0,3.858e-4,6.381458333333333e-5,3.858e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
new world sparrow sp.,0.002418,0.0025953,0.0027634,0.0026788,0.0021982,0.0029361,0.0039607,0.0022382,0.0020183,0.0016842,0.0016561,0.0019024,0.0013611,0.0022562,0.002287,0.0022063,0.0028248,0.0029243,0.0020519,0.0018412,0.0019021,0.0015858,0.0015961,0.001814,0.0020394,0.0035646,0.0042559,0.0050867,0.004911,0.0049175,0.005322,0.0072239,0.0075827,0.0078354,0.0093074,0.0074176,0.0056696,0.0055929,0.0056712,0.0049525,0.0037361,0.0042574,0.0043566,0.0033227,0.0032525,0.0028064,0.003014,0.0027939,NA,0.002613875,0.0028333,0.00181525,0.0020276499999999998,0.00241055,0.0017245000000000001,0.00373665,0.0055936,0.008035775,0.00547155,0.0039182,0.0029667,0.0035956333333333336,0.008035775,12,Rare,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Yellow-breasted Chat,3.287e-4,1.509e-4,6.43e-5,9.32e-5,3.28e-5,2.69e-5,3.98e-5,1.297e-4,5.85e-5,3.01e-5,5.18e-5,1.76e-5,4.69e-5,2.23e-5,0,0,1.517e-4,0.0021977,0.0091219,0.0111829,0.008471,0.0082506,0.0099874,0.0069504,0.0064319,0.0040738,0.0031293,0.0015055,0.0043084,0.003517,0.003296,0.00258,0.0023437,0.0017608,0.0010705,3.182e-4,3.03e-5,0,0,0,0,0,0,1.414e-4,7.603e-4,4.318e-4,3.68e-5,1.811e-4,NA,1.59275e-4,5.7300000000000004e-5,3.95e-5,1.73e-5,0.005663550000000001,0.00841485,0.003785125,0.00342535,0.0013733,7.575e-6,3.535e-5,3.525e-4,0.0019442479166666667,0.00841485,5,Rare,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Yellow-headed Blackbird,4.46e-4,2.112e-4,1.607e-4,2.795e-4,2.297e-4,1.347e-4,2.786e-4,5.19e-4,8.483e-4,4.21e-4,6.728e-4,0.0025718,0.0075096,0.013381,0.0239609,0.0397601,0.0452348,0.0527267,0.0547723,0.0542543,0.0462035,0.0427928,0.0380393,0.0313073,0.0257798,0.0214774,0.0197146,0.0198449,0.0184387,0.0198568,0.0168733,0.0142828,0.0085753,0.0057518,0.003271,0.0025704,0.0011218,4.462e-4,6.224e-4,7.181e-4,6.17e-4,4.55e-4,1.878e-4,2.474e-4,5.914e-4,2.159e-4,4.043e-4,3.622e-4,NA,2.7435000000000003e-4,2.905e-4,0.0011284749999999999,0.0211529,0.051747025,0.039585725,0.021704175,0.0173629,0.005042125,7.27125e-4,3.768e-4,3.9345e-4,0.0133154625,0.051747025,7,Uncommon,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
Bobolink,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,1.9e-5,1.95e-4,0.0054244,0.0091304,0.0079844,0.0066189,0.00636,0.0060739,0.0044448,0.0022166,0.0013769,0.0015283,0.001175,0.0013072,0.0010584,0.0013003,3.86e-4,5.576e-4,4.46e-4,5.63e-4,3.941e-4,8.92e-5,2.766e-4,0,6.86e-5,0,0,7.07e-5,0.0015,0,0,0,NA,0,0,0,3.75e-4,0.0036922,0.006759299999999999,0.00239165,0.0012102249999999999,4.8815e-4,1.89975e-4,3.4825e-5,3.75e-4,0.0012930270833333333,0.006759299999999999,4,Rare,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Western Meadowlark,0.0100477,0.0108036,0.0092221,0.0089215,0.0087929,0.0096972,0.0068267,0.0109313,0.0142744,0.0215031,0.0333558,0.044390400000000003,0.0452924,0.049771,0.0514257,0.050108,0.0511877,0.0564486,0.0716346,0.0687724,0.0542101,0.0471364,0.0490666,0.044454,0.0341465,0.0282471,0.023282,0.0181113,0.0169624,0.0169001,0.0160871,0.0149845,0.0191083,0.0204249,0.0247703,0.0251903,0.0244368,0.0218361,0.0194688,0.0220137,0.0167266,0.0155021,0.0146473,0.0125486,0.0113627,0.0104054,0.0132691,0.0105032,NA,0.009748725,0.009062025,0.028380925,0.049149275,0.062010825000000006,0.048716775000000004,0.025946725,0.016233525,0.02237345,0.021938850000000003,0.01485615,0.0113851,0.026650195833333334,0.062010825000000006,12,Common,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Orchard Oriole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53e-5,0,0,0,0,0,0,0,0,0,0,0,4.13e-5,1.103e-4,2.93e-5,0,1.958e-4,0,5.95e-5,0,0,0.0015081,6.175e-4,1.502e-4,3.535e-4,0,0,0,0,NA,0,0,0,0,1.1325e-5,0,0,1.0325e-5,8.384999999999999e-5,1.4875e-5,6.57325e-4,0,6.480833333333333e-5,6.57325e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hooded Oriole,2.35e-5,1.811e-4,1.607e-4,1.165e-4,3.28e-5,0,1.99e-5,3.24e-5,0,0,2.59e-5,0,0,0,0,0,0.0015,0,0,0.0015,1.327e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45e-5,0,0,0,0,1.028e-4,0,0,0,0,4.32e-5,3.68e-5,0,NA,1.2045e-4,2.1275e-5,6.475e-6,0,7.5e-4,3.3175e-5,0,0,6.125e-6,0,2.57e-5,1.9999999999999998e-5,8.193333333333334e-5,7.5e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bullocks Oriole,2.817e-4,6.04e-5,3.21e-5,2.33e-5,6.56e-5,1.886e-4,1.99e-5,9.73e-5,5.85e-5,3.01e-5,2.59e-5,5.28e-5,2.35e-5,4.47e-5,0,4.817e-4,0.0058961,0.0308208,0.0720613,0.0842564,0.0767036,0.0636836,0.0633101,0.0578859,0.0503046,0.0406183,0.0342033,0.0270073,0.0256094,0.0180205,0.0095555,0.0032405,5.239e-4,1.467e-4,5.95e-5,2.45e-5,0.0015,0,0.0015,0.0015,0.0015,3.25e-5,0.0015,0,0.0015,3.022e-4,2.573e-4,3.363e-4,NA,9.9375e-5,9.285e-5,4.1825e-5,1.37475e-4,0.04825865,0.0653958,0.038033375,0.014106475,1.8865e-4,0.0011250000000000001,7.58125e-4,5.9895e-4,0.0140697125,0.0653958,5,Uncommon,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
Baltimore Oriole,0.0015,0.0015,0.0015,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,1.9e-5,3.54e-5,4.673e-4,0.0014035,0.0023223,0.0024821,0.0014751,0.0014471,7.844e-4,4.194e-4,1.878e-4,3.193e-4,1.808e-4,2.49e-4,9.07e-5,6.19e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.0011250000000000001,0,3.75e-4,0,4.813e-4,0.00193165,4.27725e-4,1.456e-4,0,0,0,0,3.7385625e-4,0.00193165,2,Very rare,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bullocks x Baltimore Oriole (hybrid),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03e-5,0,0,0,0,4.08e-5,7.84e-5,0.0015,0,2.28e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,5.075e-6,1.02e-5,4.003e-4,0,0,0,0,0,3.463125e-5,4.003e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bullocks/Baltimore Oriole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,2.21e-5,4.6e-5,0,0,2.61e-5,0,0,0,0,0.0015,3.02e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,3.75e-4,1.7025e-5,6.525e-6,3.8255e-4,0,0,0,0,6.509166666666667e-5,3.8255e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Red-winged Blackbird,0.1301031,0.1425295,0.1570322,0.1781971,0.1869812,0.1841396,0.1790861,0.2313731,0.2610934,0.2698866,0.2872373,0.3027885,0.3196048,0.3257009,0.3358721,0.3423191,0.3423512,0.3392411,0.3288773,0.3125321,0.2752969,0.2588941,0.2425034,0.2163589,0.2023688,0.1898514,0.16901360000000001,0.148198,0.1398873,0.1267351,0.1070759,0.1095562,0.1024899,0.1141566,0.130096,0.1578496,0.1632356,0.1625513,0.1486963,0.1361926,0.1248329,0.1151446,0.1131601,0.1116296,0.1078821,0.1100989,0.1111887,0.1199327,NA,0.15196547500000002,0.19539499999999999,0.28025144999999996,0.330874225,0.330750425,0.248263325,0.17735795,0.120813625,0.126148025,0.15266895,0.1161918,0.1122756,0.19524632083333332,0.330874225,12,Common,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Brown-headed Cowbird,0.0036388,0.0022633,0.0024742,0.0020731,0.0026904,0.0020203,0.00205,0.0022382,0.0023986,0.0021052,0.0026912,0.004809,0.0098094,0.0219815,0.0599652,0.1223256,0.1808065,0.2139199,0.2367437,0.2393076,0.2151815,0.1917402,0.177307,0.1621622,0.1513583,0.129583,0.0906246,0.0793796,0.0782441,0.0713974,0.0549743,0.0371104,0.019191,0.0089799,0.0068691,0.0051409,0.0035776,0.0033319,0.0035272,0.0037886,0.0030506,0.0026649,0.002291,0.0018735,0.0023655,0.001727,0.0031243,0.0030268,NA,0.0026123500000000003,0.002249725,0.003001,0.053520425,0.217694425,0.186597725,0.112736375,0.06043155,0.010045225,0.003556325,0.00247,0.0025609,0.05478966875,0.217694425,12,Common,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Rusty Blackbird,0.0031223,0.0025953,0.0013496,0.0011181,0.0012468,7.273e-4,0.0011345,0.0019787,9.945e-4,4.812e-4,4.658e-4,4.58e-4,4.224e-4,2.457e-4,1.679e-4,7.147e-4,0.001365,0.0010457,0.0010768,0.0012375,0.0015703,0.0021603,0.0015961,0.001651,0.0015165,0.0012581,0.0011578,9.352e-4,6.93e-4,6.847e-4,9.072e-4,0.0011146,0.0016268,0.0020836,0.0024978,0.0028397,0.0017888,0.0043137,0.0041842,0.0029467,0.0028449,0.0030224,0.0014272,0.0012725,0.0021965,0.0012521,0.0014335,0.0020955,NA,0.002046325,0.0012718249999999999,5.998749999999999e-4,3.87675e-4,0.00118125,0.001744425,0.0012169,8.49875e-4,0.0022619750000000003,0.00330835,0.00214175,0.0017444000000000001,0.0015628854166666666,0.00330835,9,Rare,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
Brewers Blackbird,0.038829,0.0331955,0.0276341,0.0268111,0.0277896,0.0243778,0.019883,0.0251387,0.0286951,0.0286006,0.032683,0.0388945,0.0538111,0.0674858,0.0777785,0.0858439,0.0924034,0.0937738,0.1070863,0.1055658,0.094663,0.0874471,0.0862594,0.0786963,0.0729469,0.0603283,0.056171,0.0516651,0.0501642,0.0504202,0.0509525,0.050547,0.0528304,0.0576065,0.0573612,0.0623761,0.0495407,0.0443268,0.0442977,0.041774,0.0350643,0.0337017,0.0320364,0.0303287,0.031089,0.0282371,0.0327134,0.0335791,NA,0.031617425000000005,0.024297275,0.0322183,0.071229825,0.099707325,0.08676645,0.060277825,0.050520974999999996,0.05754355,0.0449848,0.032782775,0.03140465,0.05194593125,0.099707325,12,Common,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Rusty/Brewers Blackbird,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6e-5,2.42e-5,2.04e-5,2.61e-5,0.0015,0,2.28e-5,0,0,0,2.06e-5,0,0,0,0,3.03e-5,0,0,0,0,0,0,3.53e-5,4.22e-5,0,0,0,NA,0,0,0,0,0,2.265e-5,3.87225e-4,5.15e-6,0,7.575e-6,8.825e-6,1.055e-5,3.683125e-5,3.87225e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Common Grackle,1.409e-4,9.05e-5,1.928e-4,6.99e-5,1.312e-4,1.077e-4,7.96e-5,3.24e-5,2.93e-5,0,0,7.05e-5,1.173e-4,1.34e-4,4.826e-4,0.0013362,0.0033936,0.0031547,0.0033318,0.0037125,0.0027205,0.003861,0.003047,0.0028128,0.0016733,0.0015277000000000001,0.0014708,0.0012546,9.34e-4,0.0010893,0.0013305,0.0013209,9.099e-4,0.0010565,6.245e-4,4.896e-4,2.425e-4,2.677e-4,1.383e-4,9.9e-5,3.43e-5,2.275e-4,7.51e-5,7.07e-5,6.758e-4,2.591e-4,7.35e-5,1.035e-4,NA,1.23525e-4,8.7725e-5,2.4950000000000003e-5,5.17525e-4,0.00339815,0.0031103249999999997,0.0014816,0.001168675,7.70125e-4,1.86875e-4,1.019e-4,2.7797499999999997e-4,9.374458333333333e-4,0.00339815,4,Very rare,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Great-tailed Grackle,0.0015,3.02e-5,0,2.33e-5,0.0015,2.69e-5,3.98e-5,0.0015,0.0015,0.0015,0.0015,0,0.0015,0,8.602e-4,2.797e-4,1.138e-4,8.86e-5,0.0015,1.51e-5,8.85e-5,2.3e-5,4.84e-5,1.019e-4,9.935e-4,7.489e-4,3.442e-4,0,3.01e-5,9.34e-5,0.0015,0,0,0,0,0,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,5.17e-5,NA,3.88375e-4,7.66675e-4,0.0011250000000000001,6.59975e-4,4.29375e-4,6.544999999999999e-5,5.2165e-4,4.05875e-4,0,0.0015,0.0015,0.001137925,7.083583333333333e-4,0.0015,4,Very rare,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
blackbird sp.,0.0016433,0.0017201,0.0018958,0.0017004,0.0015749,0.0013199,0.0013534,7.785e-4,8.19e-4,0.0010827,7.504e-4,7.222e-4,6.806e-4,5.361e-4,9.232e-4,6.681e-4,7.394e-4,8.153e-4,8.533e-4,4.678e-4,6.414e-4,8.044e-4,8.948e-4,0.0010191,7.582e-4,0.0011982,0.0010953,0.0010265,0.0012051,0.0017429,0.0013607,0.0013416,0.0016268,0.0016434,0.0024086,0.0022767,0.002668,0.002618,0.0032506,0.0029962,0.0026735,0.0023399,0.0032299,0.002439,0.0026611,0.0019429,0.0020951,0.0018368,NA,0.0017399,0.001256675,0.00084357500000000005,7.019999999999999e-4,7.1895e-4,8.39925e-4,0.00101955,0.0014125750000000001,0.001988875,0.0028832,0.002670575,0.0021339749999999998,0.00151748125,0.0028832,8,Rare,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
